-10,0,0,0,0,0
-9,0,0,1.86E-06,1.#INF,1.#INF
-8,0,0,1.69E-06,1.#INF,1.#INF
-7,0,0,1.81E-06,1.#INF,1.#INF
-6,0,0,1.45E-06,1.#INF,1.#INF
-5,0,0,1.37E-06,1.#INF,1.#INF
-4,0,0,1.35E-06,1.#INF,1.#INF
-3,0,0,1.35E-06,1.#INF,1.#INF
-2,0,0,1.41E-06,1.#INF,1.#INF
-1,0,0,1.#INF,1.#INF,1.#INF
-1,0,1,1.#INF,1.#INF,0.000638
-1,0,2,1.#INF,1.#INF,0.00015985
-1,0,3,1.#INF,1.#INF,7.15E-05
-1,0,4,1.#INF,1.#INF,4.05E-05
-1,0,5,1.#INF,1.#INF,2.63E-05
-1,0,6,1.#INF,1.#INF,1.86E-05
-1,0,7,1.#INF,1.#INF,1.41E-05
-1,0,8,1.#INF,1.#INF,1.22E-05
-1,0,9,1.#INF,1.#INF,9.63E-06
-1,1,-10,0,0,0
-1,1,-9,1.#INF,0.00078,9.63E-06
-1,1,-8,1.#INF,0.00078,1.22E-05
-1,1,-7,1.#INF,0.0006828,1.39E-05
-1,1,-6,1.#INF,0.0006604,1.83E-05
-1,1,-5,1.#INF,0.0006498,2.60E-05
-1,1,-4,1.#INF,0.000642,4.01E-05
-1,1,-3,1.#INF,0.0006368,7.08E-05
-1,1,-2,1.#INF,0.0006342,0.00015855
-1,1,-1,1.#INF,0.0006316,0.0006316
-1,1,0,1.#INF,0.0006316,1.#INF
-1,1,1,1.#INF,0.0006316,0.0006316
-1,1,2,1.#INF,0.0006342,0.00015855
-1,1,3,1.#INF,0.0006368,7.08E-05
-1,1,4,1.#INF,0.000642,4.01E-05
-1,1,5,1.#INF,0.0006498,2.60E-05
-1,1,6,1.#INF,0.0006604,1.83E-05
-1,1,7,1.#INF,0.0006828,1.39E-05
-1,1,8,1.#INF,0.00078,1.22E-05
-1,1,9,1.#INF,0.00078,9.63E-06
-1,2,-10,0,0,0
-1,2,-9,1.#INF,0.000195,9.63E-06
-1,2,-8,1.#INF,0.000195,1.22E-05
-1,2,-7,1.#INF,0.00016905,1.38E-05
-1,2,-6,1.#INF,0.0001641,1.82E-05
-1,2,-5,1.#INF,0.00016115,2.58E-05
-1,2,-4,1.#INF,0.0001592,3.98E-05
-1,2,-3,1.#INF,0.0001579,7.02E-05
-1,2,-2,1.#INF,0.00015725,0.00015725
-1,2,-1,1.#INF,0.0001569,0.0006276
-1,2,0,1.#INF,0.00015625,1.#INF
-1,2,1,1.#INF,0.0001569,0.0006276
-1,2,2,1.#INF,0.00015725,0.00015725
-1,2,3,1.#INF,0.0001579,7.02E-05
-1,2,4,1.#INF,0.0001592,3.98E-05
-1,2,5,1.#INF,0.00016115,2.58E-05
-1,2,6,1.#INF,0.0001641,1.82E-05
-1,2,7,1.#INF,0.00016905,1.38E-05
-1,2,8,1.#INF,0.000195,1.22E-05
-1,2,9,1.#INF,0.000195,9.63E-06
-1,3,-10,0,0,0
-1,3,-9,1.#INF,8.67E-05,9.63E-06
-1,3,-8,1.#INF,8.67E-05,1.22E-05
-1,3,-7,1.#INF,7.62E-05,1.40E-05
-1,3,-6,1.#INF,7.24E-05,1.81E-05
-1,3,-5,1.#INF,7.10E-05,2.56E-05
-1,3,-4,1.#INF,7.03E-05,3.96E-05
-1,3,-3,1.#INF,6.97E-05,6.97E-05
-1,3,-2,1.#INF,6.94E-05,0.00015625
-1,3,-1,1.#INF,6.92E-05,0.0006224
-1,3,0,1.#INF,6.92E-05,1.#INF
-1,3,1,1.#INF,6.92E-05,0.0006224
-1,3,2,1.#INF,6.94E-05,0.00015625
-1,3,3,1.#INF,6.97E-05,6.97E-05
-1,3,4,1.#INF,7.03E-05,3.96E-05
-1,3,5,1.#INF,7.10E-05,2.56E-05
-1,3,6,1.#INF,7.24E-05,1.81E-05
-1,3,7,1.#INF,7.62E-05,1.40E-05
-1,3,8,1.#INF,8.67E-05,1.22E-05
-1,3,9,1.#INF,8.67E-05,9.63E-06
-1,4,-10,0,0,0
-1,4,-9,1.#INF,4.88E-05,9.63E-06
-1,4,-8,1.#INF,4.88E-05,1.22E-05
-1,4,-7,1.#INF,4.47E-05,1.46E-05
-1,4,-6,1.#INF,4.07E-05,1.81E-05
-1,4,-5,1.#INF,3.98E-05,2.55E-05
-1,4,-4,1.#INF,3.94E-05,3.94E-05
-1,4,-3,1.#INF,3.91E-05,6.94E-05
-1,4,-2,1.#INF,3.87E-05,0.00015495
-1,4,-1,1.#INF,3.87E-05,0.0006184
-1,4,0,1.#INF,3.87E-05,1.#INF
-1,4,1,1.#INF,3.87E-05,0.0006184
-1,4,2,1.#INF,3.87E-05,0.00015495
-1,4,3,1.#INF,3.91E-05,6.94E-05
-1,4,4,1.#INF,3.94E-05,3.94E-05
-1,4,5,1.#INF,3.98E-05,2.55E-05
-1,4,6,1.#INF,4.07E-05,1.81E-05
-1,4,7,1.#INF,4.47E-05,1.46E-05
-1,4,8,1.#INF,4.88E-05,1.22E-05
-1,4,9,1.#INF,4.88E-05,9.63E-06
-1,5,-10,0,0,0
-1,5,-9,1.#INF,3.12E-05,9.63E-06
-1,5,-8,1.#INF,3.12E-05,1.22E-05
-1,5,-7,1.#INF,3.12E-05,1.59E-05
-1,5,-6,1.#INF,2.71E-05,1.88E-05
-1,5,-5,1.#INF,2.55E-05,2.55E-05
-1,5,-4,1.#INF,2.51E-05,3.92E-05
-1,5,-3,1.#INF,2.49E-05,6.92E-05
-1,5,-2,1.#INF,2.47E-05,0.0001546
-1,5,-1,1.#INF,2.46E-05,0.0006158
-1,5,0,1.#INF,2.46E-05,1.#INF
-1,5,1,1.#INF,2.46E-05,0.0006158
-1,5,2,1.#INF,2.47E-05,0.0001546
-1,5,3,1.#INF,2.49E-05,6.92E-05
-1,5,4,1.#INF,2.51E-05,3.92E-05
-1,5,5,1.#INF,2.55E-05,2.55E-05
-1,5,6,1.#INF,2.71E-05,1.88E-05
-1,5,7,1.#INF,3.12E-05,1.59E-05
-1,5,8,1.#INF,3.12E-05,1.22E-05
-1,5,9,1.#INF,3.12E-05,9.63E-06
-1,6,-10,0,0,0
-1,6,-9,1.#INF,2.17E-05,9.63E-06
-1,6,-8,1.#INF,2.17E-05,1.22E-05
-1,6,-7,1.#INF,2.17E-05,1.59E-05
-1,6,-6,1.#INF,1.99E-05,1.99E-05
-1,6,-5,1.#INF,1.84E-05,2.65E-05
-1,6,-4,1.#INF,1.77E-05,3.98E-05
-1,6,-3,1.#INF,1.72E-05,6.89E-05
-1,6,-2,1.#INF,1.71E-05,0.00015395
-1,6,-1,1.#INF,1.71E-05,0.0006146
-1,6,0,1.#INF,1.70E-05,1.#INF
-1,6,1,1.#INF,1.71E-05,0.0006146
-1,6,2,1.#INF,1.71E-05,0.00015395
-1,6,3,1.#INF,1.72E-05,6.89E-05
-1,6,4,1.#INF,1.77E-05,3.98E-05
-1,6,5,1.#INF,1.84E-05,2.65E-05
-1,6,6,1.#INF,1.99E-05,1.99E-05
-1,6,7,1.#INF,2.17E-05,1.59E-05
-1,6,8,1.#INF,2.17E-05,1.22E-05
-1,6,9,1.#INF,2.17E-05,9.63E-06
-1,7,-10,0,0,0
-1,7,-9,1.#INF,1.59E-05,9.63E-06
-1,7,-8,1.#INF,1.59E-05,1.22E-05
-1,7,-7,1.#INF,1.59E-05,1.59E-05
-1,7,-6,1.#INF,1.59E-05,2.17E-05
-1,7,-5,1.#INF,1.42E-05,2.79E-05
-1,7,-4,1.#INF,1.35E-05,4.13E-05
-1,7,-3,1.#INF,1.31E-05,7.14E-05
-1,7,-2,1.#INF,1.29E-05,0.00015755
-1,7,-1,1.#INF,1.27E-05,0.0006204
-1,7,0,1.#INF,1.25E-05,1.#INF
-1,7,1,1.#INF,1.27E-05,0.0006204
-1,7,2,1.#INF,1.29E-05,0.00015755
-1,7,3,1.#INF,1.31E-05,7.14E-05
-1,7,4,1.#INF,1.35E-05,4.13E-05
-1,7,5,1.#INF,1.42E-05,2.79E-05
-1,7,6,1.#INF,1.59E-05,2.17E-05
-1,7,7,1.#INF,1.59E-05,1.59E-05
-1,7,8,1.#INF,1.59E-05,1.22E-05
-1,7,9,1.#INF,1.59E-05,9.63E-06
-1,8,-10,0,0,0
-1,8,-9,1.#INF,1.22E-05,9.63E-06
-1,8,-8,1.#INF,1.22E-05,1.22E-05
-1,8,-7,1.#INF,1.22E-05,1.59E-05
-1,8,-6,1.#INF,1.22E-05,2.17E-05
-1,8,-5,1.#INF,1.22E-05,3.12E-05
-1,8,-4,1.#INF,1.10E-05,4.41E-05
-1,8,-3,1.#INF,1.03E-05,7.36E-05
-1,8,-2,1.#INF,1.02E-05,0.000163
-1,8,-1,1.#INF,1.01E-05,0.0006458
-1,8,0,1.#INF,1.01E-05,1.#INF
-1,8,1,1.#INF,1.01E-05,0.0006458
-1,8,2,1.#INF,1.02E-05,0.000163
-1,8,3,1.#INF,1.03E-05,7.36E-05
-1,8,4,1.#INF,1.10E-05,4.41E-05
-1,8,5,1.#INF,1.22E-05,3.12E-05
-1,8,6,1.#INF,1.22E-05,2.17E-05
-1,8,7,1.#INF,1.22E-05,1.59E-05
-1,8,8,1.#INF,1.22E-05,1.22E-05
-1,8,9,1.#INF,1.22E-05,9.63E-06
-1,9,-10,0,0,0
-1,9,-9,1.#INF,9.63E-06,9.63E-06
-1,9,-8,1.#INF,9.63E-06,1.22E-05
-1,9,-7,1.#INF,9.63E-06,1.59E-05
-1,9,-6,1.#INF,9.63E-06,2.17E-05
-1,9,-5,1.#INF,9.63E-06,3.12E-05
-1,9,-4,1.#INF,9.63E-06,4.88E-05
-1,9,-3,1.#INF,8.97E-06,8.07E-05
-1,9,-2,1.#INF,8.65E-06,0.00017525
-1,9,-1,1.#INF,8.47E-06,0.0006864
-1,9,0,1.#INF,8.44E-06,1.#INF
-1,9,1,1.#INF,8.47E-06,0.0006864
-1,9,2,1.#INF,8.65E-06,0.00017525
-1,9,3,1.#INF,8.97E-06,8.07E-05
-1,9,4,1.#INF,9.63E-06,4.88E-05
-1,9,5,1.#INF,9.63E-06,3.12E-05
-1,9,6,1.#INF,9.63E-06,2.17E-05
-1,9,7,1.#INF,9.63E-06,1.59E-05
-1,9,8,1.#INF,9.63E-06,1.22E-05
-1,9,9,1.#INF,9.63E-06,9.63E-06
0,-10,-10,0,0,0
0,-10,-9,0,0,0
0,-10,-8,0,0,0
0,-10,-7,0,0,0
0,-10,-6,0,0,0
0,-10,-5,0,0,0
0,-10,-4,0,0,0
0,-10,-3,0,0,0
0,-10,-2,0,0,0
0,-10,-1,0,0,0
0,-10,0,0,0,0
0,-10,1,0,0,0
0,-10,2,0,0,0
0,-10,3,0,0,0
0,-10,4,0,0,0
0,-10,5,0,0,0
0,-10,6,0,0,0
0,-10,7,0,0,0
0,-10,8,0,0,0
0,-10,9,0,0,0
0,-9,-10,0,0,0
0,-9,-9,1.#INF,9.63E-06,9.63E-06
0,-9,-8,1.#INF,9.63E-06,1.22E-05
0,-9,-7,1.#INF,9.63E-06,1.59E-05
0,-9,-6,1.#INF,9.63E-06,2.17E-05
0,-9,-5,1.#INF,9.63E-06,3.12E-05
0,-9,-4,1.#INF,9.63E-06,4.88E-05
0,-9,-3,1.#INF,9.63E-06,8.67E-05
0,-9,-2,1.#INF,9.63E-06,0.000195
0,-9,-1,1.#INF,9.63E-06,0.00078
0,-9,0,1.#INF,9.63E-06,1.#INF
0,-9,1,1.#INF,9.63E-06,0.00078
0,-9,2,1.#INF,9.63E-06,0.000195
0,-9,3,1.#INF,9.63E-06,8.67E-05
0,-9,4,1.#INF,9.63E-06,4.88E-05
0,-9,5,1.#INF,9.63E-06,3.12E-05
0,-9,6,1.#INF,9.63E-06,2.17E-05
0,-9,7,1.#INF,9.63E-06,1.59E-05
0,-9,8,1.#INF,9.63E-06,1.22E-05
0,-9,9,1.#INF,9.63E-06,9.63E-06
0,-8,-10,0,0,0
0,-8,-9,1.#INF,1.22E-05,9.63E-06
0,-8,-8,1.#INF,1.22E-05,1.22E-05
0,-8,-7,1.#INF,1.22E-05,1.59E-05
0,-8,-6,1.#INF,1.22E-05,2.17E-05
0,-8,-5,1.#INF,1.22E-05,3.12E-05
0,-8,-4,1.#INF,1.22E-05,4.88E-05
0,-8,-3,1.#INF,1.19E-05,8.47E-05
0,-8,-2,1.#INF,1.18E-05,0.0001887
0,-8,-1,1.#INF,1.17E-05,0.0007512
0,-8,0,1.#INF,1.17E-05,1.#INF
0,-8,1,1.#INF,1.17E-05,0.0007512
0,-8,2,1.#INF,1.18E-05,0.0001887
0,-8,3,1.#INF,1.19E-05,8.47E-05
0,-8,4,1.#INF,1.22E-05,4.88E-05
0,-8,5,1.#INF,1.22E-05,3.12E-05
0,-8,6,1.#INF,1.22E-05,2.17E-05
0,-8,7,1.#INF,1.22E-05,1.59E-05
0,-8,8,1.#INF,1.22E-05,1.22E-05
0,-8,9,1.#INF,1.22E-05,9.63E-06
0,-7,-10,0,0,0
0,-7,-9,1.#INF,1.59E-05,9.63E-06
0,-7,-8,1.#INF,1.59E-05,1.22E-05
0,-7,-7,1.#INF,1.59E-05,1.59E-05
0,-7,-6,1.#INF,1.59E-05,2.17E-05
0,-7,-5,1.#INF,1.56E-05,3.07E-05
0,-7,-4,1.#INF,1.53E-05,4.70E-05
0,-7,-3,1.#INF,1.52E-05,8.28E-05
0,-7,-2,1.#INF,1.51E-05,0.0001854
0,-7,-1,1.#INF,1.51E-05,0.0007392
0,-7,0,1.#INF,1.51E-05,1.#INF
0,-7,1,1.#INF,1.51E-05,0.0007392
0,-7,2,1.#INF,1.51E-05,0.0001854
0,-7,3,1.#INF,1.52E-05,8.28E-05
0,-7,4,1.#INF,1.53E-05,4.70E-05
0,-7,5,1.#INF,1.56E-05,3.07E-05
0,-7,6,1.#INF,1.59E-05,2.17E-05
0,-7,7,1.#INF,1.59E-05,1.59E-05
0,-7,8,1.#INF,1.59E-05,1.22E-05
0,-7,9,1.#INF,1.59E-05,9.63E-06
0,-6,-10,0,0,0
0,-6,-9,1.#INF,2.17E-05,9.63E-06
0,-6,-8,1.#INF,2.17E-05,1.22E-05
0,-6,-7,1.#INF,2.17E-05,1.59E-05
0,-6,-6,1.#INF,2.13E-05,2.13E-05
0,-6,-5,1.#INF,2.08E-05,2.99E-05
0,-6,-4,1.#INF,2.05E-05,4.62E-05
0,-6,-3,1.#INF,1.99E-05,7.97E-05
0,-6,-2,1.#INF,1.96E-05,0.00017665
0,-6,-1,1.#INF,1.95E-05,0.0007014
0,-6,0,1.#INF,1.94E-05,1.#INF
0,-6,1,1.#INF,1.95E-05,0.0007014
0,-6,2,1.#INF,1.96E-05,0.00017665
0,-6,3,1.#INF,1.99E-05,7.97E-05
0,-6,4,1.#INF,2.05E-05,4.62E-05
0,-6,5,1.#INF,2.08E-05,2.99E-05
0,-6,6,1.#INF,2.13E-05,2.13E-05
0,-6,7,1.#INF,2.17E-05,1.59E-05
0,-6,8,1.#INF,2.17E-05,1.22E-05
0,-6,9,1.#INF,2.17E-05,9.63E-06
0,-5,-10,0,0,0
0,-5,-9,1.#INF,3.12E-05,9.63E-06
0,-5,-8,1.#INF,3.12E-05,1.22E-05
0,-5,-7,1.#INF,3.12E-05,1.59E-05
0,-5,-6,1.#INF,2.99E-05,2.07E-05
0,-5,-5,1.#INF,2.90E-05,2.90E-05
0,-5,-4,1.#INF,2.81E-05,4.39E-05
0,-5,-3,1.#INF,2.77E-05,7.69E-05
0,-5,-2,1.#INF,2.74E-05,0.00017135
0,-5,-1,1.#INF,2.73E-05,0.0006828
0,-5,0,1.#INF,2.73E-05,1.#INF
0,-5,1,1.#INF,2.73E-05,0.0006828
0,-5,2,1.#INF,2.74E-05,0.00017135
0,-5,3,1.#INF,2.77E-05,7.69E-05
0,-5,4,1.#INF,2.81E-05,4.39E-05
0,-5,5,1.#INF,2.90E-05,2.90E-05
0,-5,6,1.#INF,2.99E-05,2.07E-05
0,-5,7,1.#INF,3.12E-05,1.59E-05
0,-5,8,1.#INF,3.12E-05,1.22E-05
0,-5,9,1.#INF,3.12E-05,9.63E-06
0,-4,-10,0,0,0
0,-4,-9,1.#INF,4.88E-05,9.63E-06
0,-4,-8,1.#INF,4.88E-05,1.22E-05
0,-4,-7,1.#INF,4.70E-05,1.54E-05
0,-4,-6,1.#INF,4.52E-05,2.01E-05
0,-4,-5,1.#INF,4.35E-05,2.78E-05
0,-4,-4,1.#INF,4.27E-05,4.27E-05
0,-4,-3,1.#INF,4.23E-05,7.51E-05
0,-4,-2,1.#INF,4.19E-05,0.00016775
0,-4,-1,1.#INF,4.18E-05,0.0006682
0,-4,0,1.#INF,4.17E-05,1.#INF
0,-4,1,1.#INF,4.18E-05,0.0006682
0,-4,2,1.#INF,4.19E-05,0.00016775
0,-4,3,1.#INF,4.23E-05,7.51E-05
0,-4,4,1.#INF,4.27E-05,4.27E-05
0,-4,5,1.#INF,4.35E-05,2.78E-05
0,-4,6,1.#INF,4.52E-05,2.01E-05
0,-4,7,1.#INF,4.70E-05,1.54E-05
0,-4,8,1.#INF,4.88E-05,1.22E-05
0,-4,9,1.#INF,4.88E-05,9.63E-06
0,-3,-10,0,0,0
0,-3,-9,1.#INF,8.67E-05,9.63E-06
